Tanggal,Bawah I,Bawah II,Medium I,Medium II,Super I,Super II
21/02/2022,9850,10200,11300,11450,12300,12250
22/02/2022,9850,10200,11300,11450,12300,12250
23/02/2022,9850,10200,11300,11450,12300,12250
24/02/2022,9850,10200,11300,11450,12300,12250
25/02/2022,9850,10200,11300,11450,12300,12250
01/03/2022,9850,10200,11300,11450,12300,12250
02/03/2022,9850,10200,11300,11500,12300,12250
04/03/2022,9850,10200,11300,11500,12300,12250
07/03/2022,9850,10200,11300,11500,12300,12250
08/03/2022,9800,10200,11300,11450,12300,12300
09/03/2022,9800,10200,11300,11450,12300,12300
10/03/2022,9800,10200,11300,11450,12300,12300
11/03/2022,9800,10200,11300,11450,12300,12300
14/03/2022,9800,10200,11300,11450,12300,12300
15/03/2022,9800,10200,11300,11450,12300,12300
16/03/2022,9800,10200,11300,11450,12300,12300
17/03/2022,9800,10200,11300,11500,12300,12300
18/03/2022,9800,10200,11300,11500,12300,12300
21/03/2022,9800,10200,11300,11500,12300,12350
22/03/2022,9800,10200,11300,11500,12300,12350
23/03/2022,9800,10200,11300,11500,12300,12350
24/03/2022,9800,10200,11300,11500,12300,12350
25/03/2022,9800,10200,11300,11500,12300,12350
28/03/2022,9800,10200,11300,11500,12300,12350
29/03/2022,9800,10200,11300,11500,12300,12350
30/03/2022,9800,10200,11300,11500,12300,12350
31/03/2022,9800,10200,11300,11550,12300,12350
01/04/2022,9800,10200,11300,11550,12300,12350
04/04/2022,9800,10200,11300,11550,12300,12300
05/04/2022,9800,10200,11300,11550,12300,12300
06/04/2022,9800,10200,11300,11550,12300,12300
07/04/2022,9800,10200,11300,11500,12300,12300
08/04/2022,9800,10200,11300,11500,12300,12300
11/04/2022,9800,10200,11300,11500,12300,12300
12/04/2022,9800,10200,11300,11500,12300,12300
13/04/2022,9800,10200,11300,11500,12300,12300
14/04/2022,9800,10200,11300,11500,12300,12300
18/04/2022,9800,10200,11300,11500,12300,12300
19/04/2022,9800,10200,11300,11500,12300,12300
20/04/2022,9800,10200,11300,11500,12350,12250
21/04/2022,9800,10200,11300,11550,12350,12250
22/04/2022,9800,10200,11300,11550,12350,12250
25/04/2022,9800,10200,11300,11550,12350,12250
26/04/2022,9800,10200,11300,11550,12350,12250
27/04/2022,9800,10200,11300,11550,12350,12250
28/04/2022,9800,10250,11300,11550,12350,12300
09/05/2022,9800,10200,11300,11550,12300,12250
10/05/2022,9800,10200,11300,11550,12300,12250
11/05/2022,9800,10200,11300,11550,12300,12300
12/05/2022,9800,10200,11300,11550,12300,12300
13/05/2022,9800,10200,11300,11550,12300,12300
17/05/2022,9800,10200,11300,11550,12300,12300
18/05/2022,9800,10200,11300,11550,12300,12300
19/05/2022,9800,10200,11300,11550,12300,12300
20/05/2022,9800,10200,11300,11550,12300,12300
23/05/2022,9800,10200,11300,11550,12300,12300
24/05/2022,9800,10200,11300,11550,12300,12300
25/05/2022,9800,10200,11300,11550,12300,12300
27/05/2022,9800,10200,11300,11550,12300,12300
30/05/2022,9800,10200,11300,11550,12300,12300
31/05/2022,9800,10200,11300,11550,12300,12300
02/06/2022,9800,10200,11300,11550,12300,12300
03/06/2022,9800,10200,11300,11550,12300,12300
06/06/2022,9800,10200,11300,11550,12300,12300
07/06/2022,9800,10200,11300,11550,12300,12300
08/06/2022,9800,10200,11300,11550,12300,12300
09/06/2022,9800,10200,11300,11550,12300,12300
10/06/2022,9800,10200,11300,11550,12300,12300
13/06/2022,9800,10200,11300,11550,12300,12300
14/06/2022,9800,10200,11300,11550,12300,12250
15/06/2022,9800,10200,11300,11550,12300,12250
16/06/2022,9800,10200,11300,11550,12300,12250
17/06/2022,9800,10200,11300,11550,12300,12250
20/06/2022,9800,10200,11300,11550,12300,12250
21/06/2022,9800,10200,11300,11550,12300,12250
22/06/2022,9800,10200,11300,11550,12300,12250
23/06/2022,9800,10200,11300,11500,12300,12250
24/06/2022,9800,10200,11300,11500,12300,12250
27/06/2022,9850,10250,11350,11450,12250,12100
28/06/2022,9850,10250,11350,11450,12250,12100
29/06/2022,9900,10250,11350,11450,12250,12150
30/06/2022,9900,10250,11350,11450,12250,12150
01/07/2022,9900,10250,11350,11450,12250,12150
04/07/2022,9900,10250,11350,11450,12250,12150
05/07/2022,9900,10250,11350,11450,12250,12150
06/07/2022,9900,10250,11350,11450,12250,12150
07/07/2022,9900,10250,11350,11450,12250,12150
08/07/2022,9900,10250,11350,11450,12250,12150
11/07/2022,9900,10250,11350,11450,12250,12150
12/07/2022,9900,10250,11350,11450,12250,12150
13/07/2022,9900,10250,11350,11450,12250,12150
14/07/2022,9900,10250,11350,11450,12250,12150
15/07/2022,9900,10250,11350,11450,12250,12150
18/07/2022,9900,10250,11350,11450,12250,12150
19/07/2022,9900,10250,11350,11450,12250,12150
20/07/2022,10000,10150,11150,11450,12050,12400
21/07/2022,9900,10250,11350,11450,12250,12150
22/07/2022,9850,10250,11350,11500,12250,12150
25/07/2022,9850,10250,11350,11500,12250,12150
26/07/2022,9850,10250,11350,11500,12250,12150
27/07/2022,9850,10250,11350,11500,12250,12150
28/07/2022,9850,10250,11350,11500,12250,12150
29/07/2022,9850,10250,11350,11500,12250,12150
01/08/2022,9850,10300,11350,11500,12250,12200
02/08/2022,9850,10300,11350,11500,12250,12200
03/08/2022,9850,10350,11350,11500,12250,12200
04/08/2022,9900,10350,11350,11550,12250,12200
05/08/2022,9900,10350,11350,11550,12250,12200
08/08/2022,9900,10400,11400,11550,12250,12250
09/08/2022,9900,10400,11400,11550,12250,12250
10/08/2022,9900,10400,11400,11550,12250,12250
11/08/2022,9900,10400,11400,11550,12300,12250
12/08/2022,9900,10400,11400,11550,12300,12250
15/08/2022,9900,10400,11400,11550,12300,12250
16/08/2022,9900,10400,11400,11550,12300,12300
18/08/2022,9900,10400,11400,11550,12300,12300
19/08/2022,9900,10400,11400,11550,12300,12300
22/08/2022,9900,10400,11400,11550,12300,12400
23/08/2022,9900,10400,11400,11550,12300,12400
24/08/2022,9900,10400,11400,11550,12300,12400
25/08/2022,9900,10400,11400,11550,12300,12400
26/08/2022,9900,10400,11400,11550,12300,12400
29/08/2022,9950,10500,11400,11600,12300,12400
30/08/2022,9950,10550,11450,11600,12350,12500
31/08/2022,9950,10550,11450,11600,12350,12500
01/09/2022,9950,10550,11450,11600,12350,12500
02/09/2022,9950,10550,11450,11600,12350,12500
05/09/2022,10050,10650,11600,11650,12450,12500
06/09/2022,10050,10650,11600,11650,12450,12500
07/09/2022,10050,10700,11600,11650,12450,12500
08/09/2022,10050,10700,11600,11650,12450,12600
09/09/2022,10050,10700,11600,11650,12450,12650
12/09/2022,10100,10750,11700,11750,12500,12700
13/09/2022,10100,10750,11700,11750,12500,12700
14/09/2022,10100,10750,11700,11750,12500,12700
15/09/2022,10100,10750,11700,11750,12500,12700
16/09/2022,10100,10750,11700,11750,12500,12700
19/09/2022,10050,10750,11750,11750,12500,12700
20/09/2022,10100,10800,11800,11800,12550,12800
21/09/2022,10100,10800,11800,11800,12550,12800
22/09/2022,10100,10800,11800,11800,12550,12800
23/09/2022,10100,10800,11800,11800,12550,12800
26/09/2022,10100,10800,11800,11850,12550,12750
27/09/2022,10100,10800,11800,11850,12550,12750
28/09/2022,10100,10800,11800,11850,12550,12750
29/09/2022,10100,10800,11800,11850,12550,12750
30/09/2022,10100,10800,11800,11850,12550,12750
03/10/2022,10300,10850,11800,11900,12550,12700
04/10/2022,10250,10800,11800,11850,12550,12700
05/10/2022,10250,10800,11800,11850,12550,12700
06/10/2022,10300,10800,11800,11850,12550,12700
07/10/2022,10250,10800,11800,11900,12550,12700
10/10/2022,10300,10850,11850,11950,12650,12750
11/10/2022,10300,10850,11850,11950,12650,12750
12/10/2022,10300,10850,11850,11950,12650,12750
13/10/2022,10300,10850,11850,11950,12650,12750
14/10/2022,10300,10850,11850,11950,12650,12750
17/10/2022,10250,10800,11750,11950,12600,12700
18/10/2022,10250,10800,11750,11950,12600,12700
19/10/2022,10250,10800,11750,11950,12600,12700
20/10/2022,10250,10800,11750,11950,12600,12700
21/10/2022,10250,10800,11750,11950,12600,12700
24/10/2022,10250,10800,11750,11950,12600,12700
25/10/2022,10250,10800,11750,11950,12600,12700
26/10/2022,10250,10800,11750,11950,12600,12700
27/10/2022,10250,10800,11750,11950,12600,12700
28/10/2022,10250,10800,11750,11950,12600,12700
31/10/2022,10250,10750,11750,11950,12600,12700
01/11/2022,10250,10750,11750,11950,12600,12700
02/11/2022,10250,10750,11750,11950,12600,12700
03/11/2022,10250,10750,11750,11950,12600,12700
04/11/2022,10250,10750,11750,11950,12600,12700
07/11/2022,10300,10800,11800,12000,12700,12750
08/11/2022,10300,10800,11800,12000,12700,12750
09/11/2022,10300,10800,11800,12000,12700,12750
10/11/2022,10300,10800,11800,12000,12700,12750
11/11/2022,10300,10800,11800,12000,12700,12750
14/11/2022,10300,10850,11900,12000,12650,12750
15/11/2022,10300,10850,11900,12000,12650,12750
16/11/2022,10300,10850,11900,12000,12650,12750
17/11/2022,10300,10850,11900,12000,12650,12750
18/11/2022,10300,10850,11900,12000,12650,12750
21/11/2022,10300,10850,11900,12000,12650,12750
22/11/2022,10300,10850,11900,12000,12650,12750
23/11/2022,10300,10850,11900,12000,12650,12750
24/11/2022,10300,10850,11900,12000,12650,12750
25/11/2022,10300,10850,11900,12000,12650,12750
28/11/2022,10300,10850,11900,12000,12650,12750
29/11/2022,10300,10850,11900,12000,12600,12750
30/11/2022,10300,10850,11900,12000,12600,12750
01/12/2022,10300,10850,11900,12000,12600,12750
02/12/2022,10300,10850,11900,12000,12600,12750
05/12/2022,10300,10850,11900,12000,12600,12750
06/12/2022,10300,10850,11900,12000,12600,12750
07/12/2022,10300,10850,11900,12000,12600,12750
08/12/2022,10300,10900,11950,12000,12600,12800
09/12/2022,10300,10900,11950,12000,12600,12800
12/12/2022,10350,10950,11950,12050,12650,12800
13/12/2022,10350,10950,11950,12050,12650,12800
14/12/2022,10350,11000,12000,12100,12700,12850
15/12/2022,10350,11000,12000,12100,12700,12850
16/12/2022,10350,11000,12000,12100,12700,12850
19/12/2022,10400,11050,12050,12100,12700,12900
20/12/2022,10400,11050,12000,12100,12750,12900
21/12/2022,10450,11100,12050,12150,12800,12950
22/12/2022,10650,11000,11850,12200,12700,13100
23/12/2022,10450,11100,12050,12150,12800,12950
26/12/2022,10450,11100,12050,12150,12800,12950
27/12/2022,10450,11100,12050,12150,12800,12950
28/12/2022,10500,11100,12050,12150,12800,12950
29/12/2022,10500,11100,12050,12150,12800,12950
30/12/2022,10500,11100,12050,12150,12800,12950
02/01/2023,10450,11100,12050,12150,12800,12950
03/01/2023,10450,11100,12050,12150,12800,12950
04/01/2023,10450,11100,12050,12150,12800,12950
05/01/2023,10450,11100,12050,12150,12800,12950
06/01/2023,10500,11100,12050,12150,12800,12950
09/01/2023,10500,11150,12100,12200,12800,13050
10/01/2023,10550,11150,12100,12250,12850,13050
11/01/2023,10550,11150,12100,12250,12850,13050
12/01/2023,10600,11200,12100,12250,12850,13050
13/01/2023,10600,11200,12100,12250,12850,13050
16/01/2023,10700,11400,12250,12450,13050,13300
17/01/2023,10800,11600,12400,12600,13200,13450
18/01/2023,10800,11600,12400,12600,13200,13450
19/01/2023,10800,11600,12450,12600,13200,13500
20/01/2023,10900,11650,12450,12700,13200,13500
23/01/2023,10900,11650,12450,12700,13200,13500
24/01/2023,10950,11700,12450,12750,13300,13550
25/01/2023,11000,11750,12550,12800,13350,13650
26/01/2023,11000,11800,12550,12800,13400,13650
27/01/2023,11050,11800,12550,12850,13400,13650
30/01/2023,11100,11900,12700,12950,13400,13650
31/01/2023,11200,12050,12750,13000,13450,13750
01/02/2023,11200,12050,12750,13000,13450,13750
02/02/2023,11200,12050,12750,13000,13450,13750
03/02/2023,11200,12050,12750,13000,13450,13750
06/02/2023,11200,12050,12750,13000,13450,13700
07/02/2023,11100,11950,12750,13000,13450,13700
08/02/2023,11050,11900,12750,13000,13450,13700
09/02/2023,11050,11900,12750,13000,13450,13700
10/02/2023,11050,11900,12800,13000,13450,13700
13/02/2023,11150,12050,12850,13100,13550,13800
14/02/2023,11150,12050,12850,13100,13550,13800
15/02/2023,11150,12050,12850,13100,13550,13800
16/02/2023,11150,12050,12850,13100,13550,13800
17/02/2023,11150,12050,12850,13100,13550,13800
20/02/2023,11150,12050,12850,13100,13550,13800
21/02/2023,11150,12000,12850,13100,13550,13800
22/02/2023,11150,12000,12850,13100,13550,13800
23/02/2023,11150,12000,12850,13100,13550,13800
24/02/2023,11150,12000,12850,13100,13550,13800
27/02/2023,10950,11750,12650,12950,13500,13800
28/02/2023,10950,11750,12650,12950,13500,13800
01/03/2023,10950,11750,12650,12950,13500,13800
02/03/2023,10950,11750,12650,12950,13500,13800
03/03/2023,10950,11750,12650,12950,13500,13750
06/03/2023,10950,11750,12650,12950,13500,13750
07/03/2023,10950,11750,12650,12950,13450,13750
08/03/2023,10950,11750,12650,12950,13450,13750
09/03/2023,10950,11700,12650,12950,13400,13700
10/03/2023,10950,11700,12650,12950,13400,13700
13/03/2023,10900,11700,12650,12950,13400,13700
14/03/2023,10900,11700,12650,12950,13400,13700
15/03/2023,10950,11750,12600,12950,13400,13700
16/03/2023,10950,11750,12600,12950,13400,13700
17/03/2023,10950,11750,12600,12950,13400,13700
20/03/2023,10950,11750,12600,12900,13400,13700
21/03/2023,10950,11750,12600,12900,13400,13700
22/03/2023,10950,11750,12600,12900,13400,13700
23/03/2023,10950,11750,12600,12900,13400,13700
24/03/2023,10950,11750,12600,12900,13400,13700
27/03/2023,10950,11750,12600,12900,13400,13700
28/03/2023,10950,11750,12600,12900,13400,13700
29/03/2023,11000,11750,12600,12900,13400,13700
30/03/2023,11000,11750,12600,12900,13400,13700
31/03/2023,11000,11750,12600,12900,13400,13700
03/04/2023,11000,11750,12600,12900,13400,13700
04/04/2023,11000,11750,12600,12900,13400,13700
05/04/2023,11000,11750,12600,12900,13400,13700
06/04/2023,11000,11700,12600,12900,13400,13700
07/04/2023,11100,12100,12650,13150,13400,13850
10/04/2023,11000,11700,12600,12900,13400,13700
11/04/2023,11000,11700,12600,12900,13400,13700
12/04/2023,11000,11700,12600,12900,13400,13700
13/04/2023,11000,11700,12600,12900,13400,13700
14/04/2023,11000,11700,12600,12900,13400,13700
17/04/2023,10950,11700,12600,12900,13400,13700
18/04/2023,10950,11700,12600,12900,13400,13800
19/04/2023,11250,11600,12500,13100,13450,13950
20/04/2023,11250,11600,12500,13100,13450,13950
21/04/2023,11450,12100,12500,13450,13350,14200
24/04/2023,11250,11600,12500,13100,13450,13950
25/04/2023,11250,11600,12500,13100,13450,13950
26/04/2023,10950,11700,12600,12900,13400,13800
27/04/2023,11000,11750,12650,12950,13400,13800
28/04/2023,11000,11750,12650,12950,13400,13800
01/05/2023,11550,12150,12500,13450,13350,14200
02/05/2023,11050,11800,12700,13000,13450,13750
03/05/2023,11050,11800,12700,13000,13450,13750
04/05/2023,11050,11800,12700,13000,13450,13750
05/05/2023,11050,11800,12700,13000,13450,13750
08/05/2023,11000,11750,12650,12950,13400,13800
09/05/2023,11000,11750,12650,12950,13400,13800
10/05/2023,11000,11750,12650,12950,13400,13800
11/05/2023,11000,11750,12650,12950,13400,13800
12/05/2023,11000,11750,12650,12950,13400,13800
15/05/2023,11000,11750,12650,12950,13400,13800
16/05/2023,11000,11750,12650,12950,13400,13800
17/05/2023,11000,11750,12650,12950,13400,13800
18/05/2023,11000,11750,12650,12950,13400,13800
19/05/2023,11050,11750,12650,12900,13450,13850
22/05/2023,11050,11800,12650,12950,13450,13900
23/05/2023,11050,11800,12650,12950,13450,13900
24/05/2023,11150,11750,12600,12950,13500,13800
25/05/2023,11150,11750,12600,12950,13500,13800
26/05/2023,11150,11750,12600,12950,13500,13800
29/05/2023,11150,11750,12600,12950,13500,13800
30/05/2023,11150,11750,12600,12950,13500,13800
31/05/2023,11150,11750,12600,12950,13500,13800
01/06/2023,11350,11700,12550,13100,13500,14050
02/06/2023,11350,11700,12550,13100,13500,14050
05/06/2023,11200,11750,12650,13000,13450,13750
06/06/2023,11150,11750,12600,12950,13450,13700
07/06/2023,11150,11750,12600,12950,13450,13700
08/06/2023,11150,11750,12600,12950,13450,13700
09/06/2023,11150,11750,12600,12950,13450,13700
12/06/2023,11100,11750,12600,13000,13450,13700
13/06/2023,11100,11750,12600,12950,13450,13700
14/06/2023,11100,11750,12600,12950,13450,13700
15/06/2023,11100,11750,12600,12950,13450,13700
16/06/2023,11100,11750,12600,12950,13450,13700
19/06/2023,11100,11750,12600,12950,13450,13700
20/06/2023,11100,11750,12600,12950,13450,13700
21/06/2023,11100,11750,12600,12950,13450,13700
22/06/2023,11100,11750,12600,12950,13450,13700
23/06/2023,11100,11750,12600,12950,13450,13700
26/06/2023,11100,11750,12600,12950,13450,13700
27/06/2023,11100,11750,12600,12950,13450,13700
28/06/2023,11250,11700,12550,13100,13450,13850
29/06/2023,11250,11700,12550,13100,13450,13850
30/06/2023,11250,11700,12550,13100,13450,13850
03/07/2023,11100,11750,12600,12950,13450,13700
04/07/2023,11100,11750,12600,12950,13450,13700
05/07/2023,11100,11750,12600,12950,13450,13700
06/07/2023,11100,11750,12600,12950,13450,13700
07/07/2023,11100,11750,12600,12950,13450,13700
10/07/2023,11100,11750,12600,12950,13450,13700
11/07/2023,11100,11750,12600,12950,13450,13700
12/07/2023,11100,11750,12600,12950,13450,13700
13/07/2023,11100,11750,12600,12950,13450,13700
14/07/2023,11000,11750,12650,12950,13450,13700
17/07/2023,11000,11750,12650,12950,13450,13700
18/07/2023,11000,11750,12650,12950,13450,13700
19/07/2023,11350,12150,12600,13450,13350,14150
20/07/2023,11000,11750,12650,12950,13450,13750
21/07/2023,11000,11750,12650,12950,13450,13750
24/07/2023,11050,11750,12700,13000,13450,13750
25/07/2023,11050,11750,12700,13000,13450,13750
26/07/2023,11050,11750,12700,13000,13450,13750
27/07/2023,11050,11700,12650,12950,13400,13700
28/07/2023,11050,11700,12650,12950,13400,13700
31/07/2023,11050,11750,12650,12950,13400,13700
01/08/2023,11050,11750,12650,12950,13400,13700
02/08/2023,11050,11750,12650,12950,13400,13700
03/08/2023,11050,11750,12650,12950,13400,13700
04/08/2023,11050,11750,12650,12950,13400,13700
07/08/2023,11050,11750,12650,12950,13400,13700
08/08/2023,11100,11750,12650,12950,13450,13750
09/08/2023,11100,11750,12700,13000,13450,13800
10/08/2023,11100,11750,12700,13000,13450,13800
11/08/2023,11100,11750,12700,13000,13450,13800
14/08/2023,11100,11750,12700,13000,13450,13800
15/08/2023,11100,11750,12700,13000,13450,13800
16/08/2023,11150,11800,12700,13050,13500,13800
17/08/2023,11150,11650,12600,13100,13400,13900
18/08/2023,11150,11800,12750,13050,13600,13850
21/08/2023,11200,11850,12800,13050,13600,13850
22/08/2023,11200,11850,12800,13050,13600,13850
23/08/2023,11200,11900,12800,13050,13600,13850
24/08/2023,11200,11900,15800,13050,13600,13850
25/08/2023,11200,11900,12700,13050,13600,13850
28/08/2023,11300,11950,12850,13150,13650,13950
29/08/2023,11300,11950,12850,13150,13650,13950
30/08/2023,11450,12000,12900,13150,13650,13950
31/08/2023,11450,12000,13000,13250,13700,14000
01/09/2023,11450,12000,13000,13250,13750,14000
04/09/2023,11500,12100,13000,13250,13750,14050
05/09/2023,11500,12100,13000,13250,13750,14050
06/09/2023,11500,12100,13000,13250,13750,14050
07/09/2023,11500,12100,13000,13300,13800,14100
08/09/2023,11500,12100,13050,13300,13800,14100
11/09/2023,11500,12100,13050,13300,13850,14200
12/09/2023,11650,12300,13200,13450,14000,14400
13/09/2023,11650,12300,13200,13450,14000,14400
14/09/2023,11650,12300,13200,13450,14000,14400
15/09/2023,11650,12300,13250,13500,14000,14400
18/09/2023,11650,12300,13250,13500,14000,14400
19/09/2023,11700,12300,13300,13550,14050,14450
20/09/2023,11700,12300,13300,13550,14000,14450
21/09/2023,11650,12250,13250,13550,13950,14400
22/09/2023,11700,12350,13300,13550,14000,14400
25/09/2023,11700,12350,13300,13550,14000,14400
26/09/2023,11700,12350,13300,13550,14000,14400
27/09/2023,11700,12350,13300,13550,13950,14350
28/09/2023,11750,12150,13300,13700,14000,14550
29/09/2023,11700,12350,13300,13550,13950,14350
02/10/2023,11800,12450,13350,13600,14000,14400
03/10/2023,11800,12450,13350,13550,14000,14400
04/10/2023,11800,12450,13350,13550,14000,14400
05/10/2023,11800,12450,13350,13550,14000,14400
06/10/2023,11800,12450,13350,13550,14000,14400
09/10/2023,11750,12450,13350,13550,14000,14500
10/10/2023,11750,12450,13350,13550,14000,14500
11/10/2023,11750,12450,13350,13550,14000,14500
12/10/2023,11750,12450,13350,13550,14000,14500
13/10/2023,11750,12450,13350,13550,14000,14500
16/10/2023,11750,12450,13350,13550,14000,14500
17/10/2023,11750,12450,13350,13550,14000,14500
18/10/2023,11750,12450,13400,13650,14050,14400
19/10/2023,11750,12450,13400,13650,14050,14400
20/10/2023,11750,12450,13400,13650,14050,14400
23/10/2023,11750,12450,13400,13650,14050,14400
24/10/2023,11750,12450,13400,13650,14050,14400
25/10/2023,11750,12450,13400,13650,14050,14400
26/10/2023,11850,12550,13450,13650,14100,14400
27/10/2023,11850,12550,13450,13650,14100,14400
30/10/2023,11850,12550,13450,13650,14100,14400
31/10/2023,11850,12550,13450,13650,14100,14400
01/11/2023,11850,12550,13450,13650,14100,14400
02/11/2023,11850,12550,13450,13650,14100,14400
03/11/2023,11850,12550,13450,13650,14100,14400
06/11/2023,11850,12550,13450,13650,14100,14400
07/11/2023,11850,12550,13450,13650,14100,14400
08/11/2023,11850,12550,13450,13650,14100,14400
09/11/2023,11850,12550,13450,13650,14100,14400
10/11/2023,11850,12550,13450,13650,14100,14400
13/11/2023,11850,12550,13450,13650,14100,14400
14/11/2023,11850,12550,13450,13650,14100,14400
15/11/2023,11850,12550,13450,13650,14100,14400
16/11/2023,11850,12550,13450,13650,14100,14400
17/11/2023,11850,12550,13450,13650,14100,14400
20/11/2023,11850,12550,13450,13650,14100,14400
21/11/2023,11850,12550,13450,13650,14100,14400
22/11/2023,11850,12550,13450,13650,14100,14400
23/11/2023,11850,12550,13450,13650,14100,14400
24/11/2023,11850,12550,13450,13650,14100,14400
27/11/2023,11850,12550,13450,13650,14100,14400
28/11/2023,11850,12550,13450,13650,14100,14400
29/11/2023,11850,12550,13450,13650,14100,14400
30/11/2023,11850,12550,13450,13650,14100,14400
01/12/2023,11850,12550,13500,13750,14150,14450
04/12/2023,11850,12550,13500,13750,14150,14450
05/12/2023,11850,12550,13550,13750,14150,14500
06/12/2023,11850,12550,13550,13750,14150,14500
07/12/2023,11850,12550,13550,13750,14150,14500
08/12/2023,11850,12550,13550,13750,14150,14500
11/12/2023,11850,12550,13550,13750,14150,14500
12/12/2023,11850,12550,13550,13750,14150,14500
13/12/2023,11850,12550,13550,13750,14150,14500
14/12/2023,11850,12550,13550,13750,14150,14500
15/12/2023,11850,12550,13550,13750,14150,14500
18/12/2023,11850,12550,13550,13750,14150,14500
19/12/2023,11850,12550,13550,13750,14150,14500
20/12/2023,11850,12550,13550,13750,14150,14500
21/12/2023,11850,12550,13550,13750,14150,14500
22/12/2023,11850,12550,13550,13750,14150,14500
27/12/2023,11850,12550,13550,13750,14150,14500
28/12/2023,11850,12550,13550,13750,14150,14500
29/12/2023,11850,12550,13550,13750,14150,14500
01/01/2024,11850,12550,13550,13750,14150,14500
02/01/2024,11850,12550,13550,13750,14150,14500
03/01/2024,11850,12600,13550,13750,14150,14500
04/01/2024,11900,12600,13700,13800,14250,14550
05/01/2024,11900,12600,13700,13850,14300,14550
08/01/2024,11950,12650,13700,13850,14300,14550
09/01/2024,11950,12650,13700,13850,14300,14550
10/01/2024,11950,12650,13700,13850,14300,14550
11/01/2024,11950,12650,13700,13850,14300,14550
12/01/2024,11950,12650,13700,13850,14300,14550
15/01/2024,11950,12650,13700,13850,14300,14550
16/01/2024,11950,12650,13700,13850,14300,14550
17/01/2024,11950,12650,13700,13850,14300,14550
18/01/2024,11950,12650,13700,13850,14300,14550
19/01/2024,11950,12650,13700,13850,14300,14550
22/01/2024,11950,12650,13700,13850,14300,14550
